"Code",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,0,0,0,0,70,70,40,0,10,0,0,0,0,0,0,20,0,0,0,50,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,100,0,0,700,710,340,1120,640,260,10,10,20,10,0,0,20,150,70,20,100,30,20,130,450,0,100,0,450,110,1090,550,150,0,30,40,140,40,0,90,40,20,40,0,0,20,0,10,0,20,10,0,30,10,0,20,40,0,30,70,20,50,3120,270,0,50,30,880,110,0,0,0,0,140,30,10,0,0,0,10,0,10,0,10,0,20,0,0,20,50,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,10,0,0,10,0,30,0,60,0,140,30,540,30,60,240,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,20,0,40,0,0,0,10,0,10,20,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,0,20,20,40,10,90,50,50,0,10,0,0,0,0,20,50,20,10,0,0,0,50,0,0,0,40,0,0,30,20,20,0,10,0,0,40,0,0,40,10,0,20,20,10,60,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,40,10,40,0,20,0,0,10,20,40,0,0,0,580,10,0,80,100,40,60,10,220,70,20,50,0,20,0,0,20,0,20,50,0,60,170,580,10,10,0,50,0,180,40,50,0,0,80,80,20,30,160,340,60,310,20,230,20,10,50,50,10,0,0,0,20,20,0,40,40,0,0,40,0,40,20,20,30,10,130,0,0,0,1800,170,2440,1100,10,10,30,30,10,0,20,0,10,0,0,0,0,0,0,0,10,0,30,0,0,0,0,20,0,0,0,0,0,0,0,10,10,40,0,0,0,0,0,0,210,40,300,10,0,80,10,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,30,20,10,30,50,0,50,0,100,0,0,0,20,40,0,0,0,0,0,0,10,20,60,0,50,0,0,0,0,10,20,0,40,20,0,0,40,20,0,0,30,0,0,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,10,0,0,20,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,50,0,0,0,0,0,10,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,30,20,50,40,110,50,0,0,0,50,0,0,30,50,70,110,10,10,0,60,50,0,10,40,30,50,20,60,50,0,40,10,0,30,10,0,0,0,40,70,40,0,20,0,10,0,0,50,10,60,0,40,20,40,50,10,40,20,0,110,0,0,40,0,10,10,30,20,0,40,0,0,0,1100,0,0,200,350,50,140,170,270,40,0,30,10,0,20,0,30,40,20,50,10,20,180,480,10,60,0,140,20,340,240,90,50,0,40,140,20,50,180,240,130,300,40,710,100,40,110,80,20,10,0,60,120,30,10,100,140,70,40,50,30,30,30,50,120,40,130,20,50,1060,0,610,6750,3410,40,30,10,20,30,60,0,0,20,40,0,0,10,0,120,40,0,10,20,20,30,10,0,10,20,0,60,0,0,0,0,0,0,0,0,40,70,0,10,40,340,40,220,0,30,110,0,10,50,0,0,10,0,10,40,0,30,0,10,0,10,0,0,60,10,0,0,0,10,0,10,0,20,20,0,0,0,0,0,10,0,0,0,0,0,30,0,70,30,0,10,40,10,0,0,10,0,50,20,40,120,90,20,0,40,10,30,60,40,0,10,0,0,10,70,100,20,80,10,0,0,20,10,130,10,0,10,50,0,20,0,50,0,70,0,10,60,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,370,70,120,130,30,50,90,50,10,0,0,0,0,20,90,50,70,0,10,50,40,20,0,0,40,0,20,10,20,0,20,0,0,0,10,10,20,10,0,0,50,0,0,0,10,0,0,10,0,60,0,10,30,20,0,10,0,20,0,10,10,0,30,0,0,0,0,0,10,0,10,0,0,10,230,0,0,630,600,20,360,120,340,10,80,40,10,0,10,0,20,40,50,20,10,10,330,700,0,10,20,50,20,440,210,100,0,0,80,110,40,40,110,140,10,230,90,910,310,250,170,220,40,10,0,0,0,40,50,150,80,60,0,30,40,20,10,80,190,70,250,0,10,290,3660,0,6200,3780,30,40,510,0,10,20,0,0,0,0,0,0,0,0,40,70,20,20,20,10,70,10,0,0,30,0,0,0,0,0,0,50,10,10,0,50,30,0,30,0,500,50,530,0,90,310,0,0,10,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,300,0,0,0,0,0,40,0,0,0,0,0,10,20,60,10,50,0,10,0,0,20,0,0,0,0,30,0,40,20,0,0,10,0,20,10,10,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",0,0,10,0,0,20,0,20,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0,10,10,0,0,0,0,20,10,20,0,0,0,0,0,0,0,0,40,0,10,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,30,0,0,70,0,0,0,10,0,0,30,10,10,30,10,90,20,40,0,20,80,10,0,70,10,30,10,10,50,0,50,80,0,40,20,40,10,30,20,100,40,0,10,40,90,0,50,30,10,80,40,30,10,0,0,0,10,10,20,30,50,80,90,50,10,30,40,40,0,0,50,10,30,30,50,30,0,0,60,10,90,70,0,10,740,40,0,430,420,110,210,130,390,30,30,200,20,20,100,60,50,30,60,60,30,50,130,740,20,60,0,180,50,280,210,70,50,0,260,280,20,60,230,240,230,970,250,1170,180,80,60,40,30,50,30,40,40,10,100,170,150,150,30,30,0,40,90,80,130,50,280,10,10,790,6880,470,0,3510,30,20,0,90,40,40,80,30,0,50,0,0,10,20,210,10,10,40,50,50,40,10,10,20,30,0,10,0,0,20,0,10,0,0,20,20,90,10,70,10,220,80,280,30,0,400,10,0,50,0,0,0,0,0,90,20,0,20,20,0,0,20,0,30,20,0,10,10,60,0,10,0,20,10,60,20,10,30,0,30,0,0,10,10,0,40,70,180,0,0,70,10,10,20,0,0,0,10,30,0,80,80,0,10,0,0,30,50,0,0,0,0,0,10,40,0,40,70,10,0,0,10,10,0,0,10,90,50,20,30,60,20,10,10,40,20,60,70,40,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,20,0,0,0,40,40,0,0,0,0,0,0,0,20,30,0,0,0,0,0,10,0,40,0,0,0,0,10,10,0,0,0,0,0,0,20,0,0,0,0,0,10,0,10,20,0,0,0,0,20,20,0,20,10,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"223",0,0,10,0,20,10,0,80,10,10,40,10,0,0,0,0,0,0,130,50,50,0,0,0,0,0,10,0,20,0,10,0,70,40,80,20,0,30,30,20,20,0,0,10,0,10,0,0,0,0,10,10,320,0,40,10,20,0,50,0,50,20,60,20,0,0,30,10,280,50,10,30,20,30,0,80,50,10,220,80,40,90,60,20,0,660,60,10,10,40,10,30,0,10,30,90,280,0,20,50,20,40,10,10,40,30,30,60,40,270,50,130,30,0,30,40,0,40,40,0,50,0,310,20,40,10,40,100,60,0,10,0,10,0,0,380,100,30,30,60,40,30,70,170,10,150,110,10,10,1560,130,10,2380,1780,470,1140,520,890,80,40,480,50,80,100,30,150,30,120,90,30,180,290,940,80,330,40,1400,150,1490,1020,230,130,60,330,830,170,170,250,380,240,790,110,440,200,60,320,120,70,110,50,100,110,120,80,260,130,70,130,20,80,130,120,290,560,110,1810,60,30,620,15370,570,15340,0,170,100,20,170,70,110,220,20,200,40,20,0,10,20,470,20,130,50,100,110,130,10,40,50,130,50,10,20,10,40,40,270,50,50,60,200,660,70,20,50,580,160,1050,160,60,1160,10,10,140,20,0,10,20,60,450,40,50,40,20,0,0,50,0,210,50,20,50,20,20,100,30,10,100,20,70,30,30,20,0,30,10,10,30,30,0,200,0,110,20,10,60,160,10,40,20,10,0,30,280,110,80,190,0,10,0,40,70,100,40,0,10,0,0,200,90,40,50,20,20,10,30,20,50,100,30,290,250,50,20,150,110,60,10,100,30,20,570,560,180,160,0,0,0,0,10,10,0,0,0,0,0,60,0,30,40,40,20,30,10,0,10,20,10,10,30,210,30,0,0,0,0,20,0,50,40,0,10,0,30,10,0,0,20,0,20,60,30,500,0,0,30,80,10,50,0,10,10,0,0,0,90,60,0,20,0,20,0,90,0,10,0,50,10,20,0,30,30,0,10,30,30,0,110,10,0,0,0,0,30,10,0,170,10,0,30,10,10,100,10,10,0,0,150,60,20,10,20,0,30,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,180
"224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,20,0,0,0,0,0,0,0,0,20,30,160,400,80,80,80,300,40,10,450,120,0,0,40,30,10,30,150,10,40,30,10,0,0,0,10,30,60,40,0,40,40,0,30,0,0,0,0,0,0,0,20,0,0,20,0,20,40,10,40,30,10,0,30,30,10,0,10,0,0,0,40,0,0,0,0,0,0,100,280,0,0,0,780,280,0,680,420,290,460,530,340,60,0,160,20,0,10,0,10,20,40,40,30,10,40,560,40,60,0,80,0,380,350,10,10,0,50,10,0,10,20,10,20,20,110,70,500,310,100,30,40,40,0,0,30,10,20,80,0,10,10,20,0,30,20,0,510,10,120,0,10,0,130,20,520,250,0,620,230,250,130,70,1850,120,90,2550,3460,360,200,4790,2490,840,650,310,1700,150,100,60,20,140,120,10,30,10,10,50,10,330,0,0,10,240,1440,10,10,0,180,40,410,10,90,270,0,0,0,0,20,10,0,0,20,0,30,20,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,50,0,20,50,0,40,160,0,0,0,30,10,120,30,0,140,0,40,20,40,60,0,20,0,0,0,0,50,50,0,10,30,60,30,80,150,30,0,0,0,50,60,60,0,40,0,0,0,0,0,0,0,0,10,0,0,10,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,20,0,40,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,60,40,220,50,80,40,110,70,20,0,60,40,0,10,0,40,130,100,180,40,40,80,0,0,10,20,0,30,110,40,50,0,30,0,50,20,0,0,0,10,0,0,0,0,0,40,10,10,10,0,60,70,70,0,10,10,10,0,0,10,20,0,10,0,0,30,0,0,0,0,30,40,0,0,710,40,0,280,450,30,270,350,300,30,10,70,10,10,0,0,10,90,30,0,40,50,40,350,30,40,10,140,0,510,170,20,0,0,30,20,0,10,20,0,20,30,50,170,100,250,10,30,20,30,0,20,20,60,20,10,20,70,30,0,10,20,10,0,190,30,190,0,0,0,260,0,450,230,490,0,390,240,190,100,410,140,370,130,30,540,30,160,1000,210,260,320,820,2960,630,4420,970,6810,2700,710,740,1030,0,110,70,1010,20,50,40,970,2380,20,20,0,320,20,220,0,20,200,20,60,100,150,0,0,0,0,130,0,10,10,0,0,10,0,0,0,50,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,30,20,0,0,0,70,40,0,20,0,10,10,30,0,110,160,90,10,30,60,70,120,80,10,0,30,0,10,20,50,90,40,10,20,0,0,40,170,0,150,100,70,30,110,10,60,0,50,10,50,160,1280,70,70,0,0,0,0,0,0,0,0,0,0,0,70,0,10,0,0,0,20,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,50,0,0,0,0,20,10,0,0,0,0,40,0,80,0,0,10,10,20,0,10,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,10,10,20,0,0,40,0,50,10,0,0,70,0,0,0,0,10,0,0,0,0,120,0,0,0,20,30,0,0,0,0,70,20,0,80,20,10,0,0,10,20,30,0,0,0,10,0,10,60,0,0,0,0,0,0,0,0,0,0,130
"226",0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,60,40,80,10,0,90,0,60,0,0,30,0,0,0,30,0,50,50,10,0,0,0,50,0,10,60,20,20,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,50,10,10,0,0,0,70,0,10,20,0,0,10,0,10,0,0,0,0,0,270,10,0,50,70,30,60,30,90,30,10,20,0,10,0,0,0,10,30,0,10,10,30,60,30,40,0,30,10,100,100,0,0,0,50,20,0,0,10,10,0,0,20,50,20,0,20,20,10,10,0,10,10,0,0,10,0,0,0,0,0,0,10,10,40,0,10,10,10,0,30,0,140,40,140,300,0,2340,460,450,870,110,250,90,0,80,290,70,950,160,170,100,80,30,50,90,40,10,200,0,0,20,0,610,60,1020,50,10,20,40,1910,40,0,0,60,10,50,0,0,60,0,10,30,10,0,0,0,0,70,0,0,0,20,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,10,90,0,0,0,0,0,0,20,0,250,340,0,10,50,20,170,120,20,10,110,10,0,70,200,90,40,40,0,0,20,10,20,40,50,40,60,40,50,110,100,20,80,90,0,20,320,290,80,70,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,30,60,140,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,10,0,0,10,0,0,10,0,0,0,10,60,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,10,10,0,0,0,0,40,0,0,170,0,0,0,0,0,10,0,0,30,0,30,20,10,30,210,0,100,10,0,210,220,0,50,30,0,10,0,0,10,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,0,180
"227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,110,50,80,40,40,50,30,10,20,0,30,30,40,10,0,0,100,40,10,40,0,10,10,40,20,0,20,100,50,70,20,20,90,0,0,10,0,10,10,10,20,0,0,0,40,0,10,0,60,120,50,70,10,80,0,20,40,30,10,10,0,20,0,0,0,0,20,10,80,0,0,0,430,40,0,110,30,20,100,40,120,0,10,10,110,0,0,0,0,0,0,0,0,0,20,90,10,20,20,40,30,260,60,10,0,0,40,10,0,10,0,50,0,30,10,50,10,20,0,80,10,20,0,10,50,0,0,0,30,0,10,0,0,20,20,10,10,10,70,0,10,10,130,0,300,90,90,200,1630,0,1390,1160,580,50,130,100,10,50,80,2960,960,360,360,240,150,140,30,70,50,140,240,30,20,20,20,930,380,1840,10,50,70,150,1570,30,0,0,20,0,40,20,10,40,0,30,140,0,10,0,0,20,480,0,10,20,50,0,0,90,0,40,20,0,0,10,0,20,10,0,0,0,0,0,0,10,0,20,0,0,0,0,0,20,0,20,0,0,10,60,30,0,0,0,0,10,10,0,80,200,0,10,30,40,40,90,50,20,10,0,20,90,90,100,60,0,70,0,0,0,40,20,20,20,260,160,10,230,280,160,30,60,0,30,460,440,110,180,10,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,70,30,0,0,0,0,40,0,50,20,0,0,0,0,20,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,30,0,40,0,0,0,20,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,20,0,0,0,10,20,0,50,10,0,0,30,0,0,0,0,0,0,0,0,20,0,10,50,20,10,150,20,10,0,0,60,50,30,90,40,10,40,0,0,20,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,330
"228",0,10,0,0,0,0,80,0,0,10,0,0,0,0,40,0,0,0,0,0,20,0,20,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,10,0,10,0,0,0,0,0,0,130,60,30,30,70,100,80,10,60,0,40,20,20,30,0,0,10,0,30,0,130,0,0,50,90,10,0,80,50,40,50,90,20,60,10,0,0,20,0,0,30,0,0,0,0,0,0,10,60,20,50,60,80,0,60,70,0,10,10,0,10,0,0,0,10,40,10,0,30,10,80,0,0,0,900,20,0,320,100,20,240,130,180,0,20,60,20,0,0,10,0,0,0,0,20,0,80,370,10,30,0,60,70,100,100,20,10,0,30,10,0,10,10,0,50,20,50,60,60,40,20,10,0,10,30,10,0,0,0,10,40,20,0,0,0,10,30,0,40,0,200,0,10,20,60,10,290,30,0,120,260,1620,0,1390,1420,120,200,110,30,10,110,520,2640,240,230,310,110,70,50,100,60,30,410,30,40,20,10,450,4040,2470,80,70,50,0,1930,120,10,0,240,10,180,10,30,160,60,80,240,70,0,0,0,0,430,20,10,20,0,0,10,0,0,30,20,0,0,0,0,0,30,10,10,0,10,50,0,10,0,0,0,0,0,0,0,20,0,20,40,0,10,10,100,0,60,0,0,10,10,0,330,440,40,20,50,90,40,110,160,30,20,0,20,280,170,90,170,60,60,10,0,0,140,220,50,140,260,170,110,950,260,120,10,10,20,120,440,620,190,210,0,0,0,20,0,0,0,0,0,0,0,40,20,10,20,20,40,10,20,30,0,20,0,10,20,30,0,0,0,0,0,50,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,80,0,30,0,0,40,0,10,30,0,0,0,0,10,0,20,0,30,0,0,10,0,0,0,0,0,0,0,10,60,0,10,30,0,0,0,10,40,0,10,0,20,10,0,10,0,0,20,0,10,110,10,20,0,0,20,30,0,30,20,0,0,0,0,50,40,0,0,0,30,0,0,50,0,0,0,0,0,0,0,0,0,0,30
"229",0,20,0,10,0,20,0,30,0,0,0,0,0,0,0,50,0,0,0,0,0,0,10,0,0,10,0,0,0,0,80,10,0,0,40,10,0,0,0,0,10,0,0,0,50,0,0,0,0,0,0,0,20,150,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,0,0,10,0,70,160,20,40,70,140,170,30,10,10,130,10,0,230,0,170,140,10,10,0,20,20,0,60,70,10,30,30,100,70,10,30,20,10,20,0,0,10,0,0,70,10,10,10,0,0,10,140,0,30,60,30,70,30,60,50,10,40,0,10,20,10,40,110,70,50,40,0,10,10,140,60,0,10,1380,30,0,320,320,100,220,200,190,0,10,100,20,40,20,0,50,60,30,20,0,0,190,430,20,110,0,280,20,370,370,10,0,10,50,90,0,10,70,40,20,70,10,30,70,50,80,20,80,40,40,90,20,100,50,40,60,40,70,10,0,20,60,10,210,10,150,10,0,100,150,10,410,140,150,270,310,1620,1720,0,890,130,180,540,90,40,130,550,3430,1810,1570,2200,430,190,150,230,270,180,1030,130,20,10,80,2280,260,1230,80,10,140,160,4560,140,0,10,140,20,260,60,0,130,20,100,370,10,30,20,0,60,320,10,0,10,20,0,10,20,0,60,10,0,0,0,0,20,20,0,0,0,80,40,0,10,0,0,0,0,0,0,0,60,20,10,0,30,10,100,50,20,20,0,0,10,10,40,290,310,130,0,60,20,140,100,50,50,60,50,50,170,430,390,70,10,40,10,10,0,50,160,0,60,310,110,10,360,270,40,30,160,60,120,520,610,130,110,0,20,0,0,20,0,0,0,0,0,0,110,0,0,0,30,50,20,0,10,0,0,10,0,0,50,0,0,0,30,0,0,0,0,0,0,20,0,0,20,10,30,0,0,30,50,0,230,10,50,0,0,10,0,50,0,0,0,0,0,10,10,0,0,60,10,10,0,10,10,0,30,10,0,20,80,0,10,0,10,0,0,80,10,70,0,30,0,10,0,0,10,20,0,20,30,60,110,0,20,0,0,100,60,0,0,30,40,10,0,0,50,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,110
"230",0,20,0,0,0,0,20,20,0,10,30,0,0,0,0,0,0,0,60,0,0,0,0,0,10,0,10,0,0,50,0,0,0,20,40,40,0,0,0,0,0,0,0,20,0,0,0,0,0,30,10,0,70,0,0,20,0,0,0,0,50,10,0,10,0,0,0,40,60,0,0,0,30,10,70,20,50,10,80,80,90,100,10,50,0,100,50,0,130,30,50,10,100,60,10,10,110,0,20,10,100,20,200,100,70,0,10,0,10,130,0,0,20,20,180,20,0,0,0,20,0,30,50,130,50,70,60,30,30,0,80,10,30,20,130,220,0,0,10,10,10,20,0,70,30,90,100,40,0,1930,60,0,1240,650,320,490,460,670,90,180,310,30,40,70,10,90,50,60,60,150,40,250,960,160,270,30,310,10,880,530,120,200,10,70,90,10,30,0,90,80,200,60,110,100,30,140,60,70,30,40,30,80,30,40,140,0,10,30,30,30,120,40,0,190,20,400,0,50,130,230,0,600,280,70,430,350,760,2330,1050,0,830,850,640,240,140,290,2880,4720,1180,2120,600,310,310,60,210,310,200,1370,200,240,140,120,310,260,12700,120,400,120,150,11460,2460,20,0,390,40,410,40,20,520,90,140,900,230,40,10,10,100,2140,200,110,100,210,0,80,130,0,430,10,40,10,10,10,20,20,40,60,60,30,110,100,50,0,20,0,50,10,40,0,190,30,40,10,40,40,30,20,10,50,0,0,30,20,20,460,700,30,20,60,20,90,40,40,60,50,30,40,330,240,170,110,70,90,70,80,20,140,320,40,270,250,190,60,810,470,390,30,80,120,90,850,1210,250,490,0,0,0,0,20,40,10,0,10,0,0,250,40,40,0,0,10,10,10,60,10,10,20,0,0,200,0,0,30,0,0,50,0,60,20,10,0,0,0,30,20,0,20,10,0,40,20,500,90,10,0,40,20,50,20,0,0,20,0,0,110,10,50,20,30,0,70,30,0,50,0,50,0,10,20,110,20,0,20,20,30,0,210,10,20,0,10,0,30,0,0,100,0,0,0,40,60,190,0,10,20,0,230,150,60,50,10,50,70,0,0,110,40,30,0,0,0,0,110,70,20,0,0,0,0,0,0,0,0,0,320
